id_complaint,description,status,complaint_sk,id_beneficiary,id_provider
398,For cut teacher agency. Scientist do husband impact. Significant think life serious once big small.,open,446,1156,43
399,Above quickly man treatment. Present majority decide one American plan.,open,447,4286,440
400,Member be deep treatment another. Matter room medical poor easy class. His ability three its down.,closed,448,3836,490
401,School individual your model sit. Skill character rather this. Traditional country town employee.,closed,449,80,249
402,"Size actually food else. Newspaper former long care bill.
Voice some cost during yet.",open,450,3167,566
403,Half painting street focus become rather. Above here factor where. Hotel animal time.,open,451,917,18
404,Production evening never occur close feel current. Edge forget truth policy leg southern drive.,closed,452,4371,622
405,"Customer read tree piece of.
Marriage evidence interview mention nice project.",open,453,4861,196
406,Into sense Mr less herself but mouth. Line born young six picture.,closed,454,3379,206
407,Push attorney floor own whose. Important several news.,closed,455,669,133
408,Chair tax certainly interesting. Ok sense good direction.,open,456,4064,664
409,Still smile home long.,open,457,3357,746
410,Training off physical until. Church its view worker central. Smile yard mean a often inside figure.,open,458,4265,10
411,However degree occur herself community.,open,459,4460,775
412,Cold material bar inside name put card. Theory clearly trade paper bill nature.,closed,460,2102,799
413,Herself page relate city until. Size game fear generation parent.,open,461,2938,259
414,Quickly build and. End debate can plant.,open,462,2102,426
415,Site budget girl establish official what. Crime event always still budget.,open,463,3537,72
416,Interesting imagine Congress chair son. Audience message knowledge soon next part.,open,464,1599,702
417,Power box nor. Party scene mind guess sing raise. Civil however leg.,open,465,1623,491
418,Official can pressure arrive carry. Week bring worry low official manager story.,open,466,453,266
419,House apply and after grow.,open,467,4787,429
420,South between wide body chair may free share. Past stop guess important reduce.,closed,468,2005,402
421,"Above increase draw research camera work.
Rate road place.",closed,469,856,568
422,Federal mean one. Thousand compare edge poor. Finally difficult western.,open,470,1646,667
423,Concern throw these at stop soon. Physical help source relationship magazine surface.,open,471,2826,726
424,Collection financial human picture. Art owner serious theory region chance lawyer.,closed,472,1983,305
425,Water along heart toward.,open,473,1237,715
426,Establish seem sport gas shake road. Newspaper fact onto main.,open,474,4549,314
427,Your plan grow always. Different buy tough cause language even. Take down adult especially future.,closed,475,1190,447
428,Subject home senior support night. Country deal even social crime stage start.,closed,476,227,683
429,General rich fire free cover world fear. Education development central.,closed,477,3135,564
430,My growth responsibility close trouble. Character able enter firm.,closed,478,3501,309
431,Ability structure water only. Marriage while treatment.,open,479,4250,707
432,Machine election back memory. Cell into court can. Research sure call us never Democrat.,open,480,2949,157
433,Everybody resource tell later property letter. Military cultural number.,open,481,3437,779
434,National drug standard name while. Assume father sea practice through wind court.,closed,482,2888,190
435,Positive main factor somebody whether save expect. Nearly quickly rule already by wrong when.,open,483,4479,411
436,Remain manage catch order face reveal style. So table member their.,closed,484,4163,64
437,Wish success offer party theory effort. Painting type together clearly bank half management.,open,485,4432,122
438,Drug over author big least. Hold open today sport buy. Interview avoid even job shoulder.,open,486,622,398
439,Section just citizen hour prevent. Bar employee nice professional.,closed,487,1215,331
440,Difference responsibility television necessary front born. Claim dog four west treatment food.,closed,488,374,797
441,Standard event stand. Officer especially leg strong site clearly.,open,489,3497,99
442,First become something behind follow.,closed,490,4113,57
443,Large model same only pull. Voice section season know.,open,491,2302,620
444,Source bank foot decision fly million discuss. Carry American perform bank dark.,open,492,2575,555
445,One point always animal art develop pattern.,open,493,475,190
446,Half scene view city sort view scene. Leave girl list health stock population in safe.,open,494,3759,262
447,Rather prepare degree. Build not water.,closed,495,4213,33
448,Debate star issue kitchen particular. Your truth recently large election.,open,496,1530,619
449,"Knowledge hand whether event will personal.
Boy eye song. Respond western hard guy million.",closed,497,1899,306
450,Assume describe she mention stock. Around ten east college up those start.,closed,498,3172,756
451,Usually daughter conference seem.,open,499,68,443
452,"Bed take too. Wife management court.
Material right nice card.",closed,500,1843,129
453,"Argue follow rise. Happen own civil society strategy.
Idea table movement per conference minute.",closed,501,2001,386
454,International day dinner realize. Movement health national hit the respond.,closed,502,1755,15
455,Determine market state born themselves also. Idea analysis represent anyone.,open,503,4642,69
456,Rule shoulder fire team sit. Far your laugh among. Occur structure whose half indeed national.,closed,504,4585,547
457,However game during nothing involve everybody stage. Role above study focus good as.,closed,505,24,708
458,Employee respond push gun before according security. Student seek opportunity necessary.,closed,506,4453,432
459,More use ok happen station summer. No vote new serve.,open,507,4323,409
460,Want involve occur. Statement whole include. Deal lot and person soldier.,closed,508,4735,548
461,Piece as finish exactly material nation a.,open,509,3894,773
462,Make mean begin quite. Toward a also medical. Suddenly will tax ready city whatever.,closed,510,3546,709
